127.0.0.1 - - [24/Jun/2017:10:14:31 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [24/Jun/2017:10:14:47 +0530] "GET /toDoApp_2017/ HTTP/1.1" 200 3294
127.0.0.1 - - [24/Jun/2017:10:14:47 +0530] "GET /toDoApp_2017/bower_components/ng-img-crop/compile/minified/ng-img-crop.css HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/bower_components/ng-img-crop/compile/minified/ng-img-crop.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/bower_components/ui-sortable/dist/ui-sortable.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/js/controller/signInController.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/js/controller/toDoHomeController.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/js/service/toDoHomeService.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/css/home.css HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [24/Jun/2017:10:14:48 +0530] "GET /toDoApp_2017/template/signUp.html HTTP/1.1" 200 4230
127.0.0.1 - - [24/Jun/2017:10:14:49 +0530] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [24/Jun/2017:10:14:49 +0530] "GET /toDoApp_2017/images/Contact.png HTTP/1.1" 200 738
127.0.0.1 - - [24/Jun/2017:10:14:49 +0530] "GET /toDoApp_2017/images/phone.png HTTP/1.1" 200 830
127.0.0.1 - - [24/Jun/2017:10:14:51 +0530] "GET /toDoApp_2017/template/signIn.html HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2017:10:17:44 +0530] "GET /toDoApp_2017/ HTTP/1.1" 200 3294
127.0.0.1 - - [24/Jun/2017:10:17:45 +0530] "GET /toDoApp_2017/ HTTP/1.1" 200 3294
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/ HTTP/1.1" 200 3294
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/ng-img-crop/compile/minified/ng-img-crop.css HTTP/1.1" 200 195
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/css/home.css HTTP/1.1" 200 4203
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 121200
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/angular-ui-bootstrap/dist/ui-bootstrap-csp.css HTTP/1.1" 200 3989
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/angular-bootstrap-datetimepicker/src/css/datetimepicker.css HTTP/1.1" 200 3127
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/css/signIn.css HTTP/1.1" 200 496
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/css/signUp.css HTTP/1.1" 200 510
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 200 86659
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/moment/moment.js HTTP/1.1" 200 128945
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 200 37045
127.0.0.1 - - [24/Jun/2017:10:17:54 +0530] "GET /toDoApp_2017/bower_components/angular/angular.min.js HTTP/1.1" 200 167131
