127.0.0.1 - - [27/Jun/2017:09:28:35 +0530] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/ HTTP/1.1" 200 3541
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/angular-toastr/dist/angular-toastr.min.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/ng-img-crop/compile/minified/ng-img-crop.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/angular-toastr/dist/angular-toastr.tpls.min.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/ui-sortable/dist/ui-sortable.min.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/jquery-ui/jquery-ui.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/ui-sortable/dist/ui-sortable.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/controller/signInController.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/controller/remaindersController.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/controller/signUpController.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/css/signIn.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/bower_components/ng-img-crop/compile/minified/ng-img-crop.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/controller/archiveController.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/css/signUp.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/controller/toDoHomeController.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/js/service/toDoHomeService.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jun/2017:09:28:45 +0530] "GET /toDoApp_2017/css/home.css HTTP/1.1" 304 -
